CV_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills_For_The_Job,Job_Fit_Score,Outcome
cv1402,"Experienced professional skilled in Scrum, SQL, Deep Learning, C++, Machine Learning.","Scrum, SQL, Deep Learning, C++, Machine Learning",MBA,11,Job_374,Project Manager,"Machine Learning, Java, SQL, React",0.7,Shortlisted
cv1403,"Experienced professional skilled in Machine Learning, React, Scrum, Agile.","Machine Learning, React, Scrum, Agile",M.Tech,13,Job_40,Software Engineer,"Python, Project Management",0.4,Rejected
cv1404,"Experienced professional skilled in Deep Learning, Machine Learning, Python.","Deep Learning, Machine Learning, Python",M.Sc,6,Job_93,Project Manager,"Leadership, Machine Learning",0.54,Shortlisted
cv1405,"Experienced professional skilled in Agile, Scrum, Machine Learning.","Agile, Scrum, Machine Learning",B.Tech,3,Job_144,Data Scientist,"Java, Communication, Node.js",0.12,Rejected
cv1406,"Experienced professional skilled in Python, Java, Project Management, C++.","Python, Java, Project Management, C++",B.Sc,2,Job_315,Data Scientist,"C++, SQL, Java",0.48,Rejected
cv1407,"Experienced professional skilled in Java, C++, Node.js, Agile.","Java, C++, Node.js, Agile",MBA,12,Job_47,Machine Learning Engineer,"Project Management, Machine Learning, C++, React, Leadership",0.52,Shortlisted
cv1408,"Experienced professional skilled in Java, Deep Learning, Leadership.","Java, Deep Learning, Leadership",B.Tech,1,Job_235,Machine Learning Engineer,"Deep Learning, Java, SQL, Scrum, Communication",0.28,Rejected
cv1409,"Experienced professional skilled in Machine Learning, Communication, Python.","Machine Learning, Communication, Python",MBA,9,Job_313,Project Manager,"SQL, Agile, C++",0.36,Rejected
cv1410,"Experienced professional skilled in Scrum, Node.js, Deep Learning, Python.","Scrum, Node.js, Deep Learning, Python",MBA,15,Job_111,Machine Learning Engineer,"Leadership, Project Management",0.4,Rejected
cv1411,"Experienced professional skilled in Communication, Leadership, Java.","Communication, Leadership, Java",M.Tech,14,Job_354,Project Manager,"Communication, Project Management",0.7,Shortlisted
cv1412,"Experienced professional skilled in Machine Learning, Deep Learning, Communication, C++, SQL, Project Management.","Machine Learning, Deep Learning, Communication, C++, SQL, Project Management",B.Tech,10,Job_18,Data Scientist,"Scrum, Agile",0.4,Rejected
cv1413,"Experienced professional skilled in Leadership, SQL, Java, Machine Learning.","Leadership, SQL, Java, Machine Learning",B.Tech,15,Job_263,Frontend Developer,"Java, Leadership, Deep Learning, SQL",0.85,Hired
cv1414,"Experienced professional skilled in Deep Learning, Leadership, Project Management.","Deep Learning, Leadership, Project Management",M.Sc,11,Job_161,Frontend Developer,"Project Management, Python, SQL, C++, Agile",0.52,Shortlisted
cv1415,"Experienced professional skilled in Node.js, React, Scrum, Project Management, Java, Python.","Node.js, React, Scrum, Project Management, Java, Python",M.Tech,11,Job_327,Frontend Developer,"SQL, Communication",0.4,Rejected
cv1416,"Experienced professional skilled in Communication, Deep Learning, Agile.","Communication, Deep Learning, Agile",B.Tech,13,Job_494,Data Scientist,"Communication, Project Management, SQL, Agile, Python",0.64,Shortlisted
cv1417,"Experienced professional skilled in Java, Project Management, Scrum.","Java, Project Management, Scrum",M.Tech,15,Job_35,Project Manager,"Node.js, Leadership",0.4,Rejected
cv1418,"Experienced professional skilled in Machine Learning, SQL, Agile, Deep Learning.","Machine Learning, SQL, Agile, Deep Learning",M.Sc,13,Job_253,Software Engineer,"C++, Project Management",0.4,Rejected
cv1419,"Experienced professional skilled in SQL, Scrum, Machine Learning, Node.js, Python, Leadership.","SQL, Scrum, Machine Learning, Node.js, Python, Leadership",B.Sc,4,Job_223,Software Engineer,"Leadership, C++",0.46,Rejected
cv1420,"Experienced professional skilled in React, Scrum, C++, Machine Learning.","React, Scrum, C++, Machine Learning",MBA,15,Job_261,Project Manager,"Agile, Communication, SQL, Scrum",0.55,Shortlisted
cv1421,"Experienced professional skilled in Project Management, C++, Python, Deep Learning.","Project Management, C++, Python, Deep Learning",M.Sc,12,Job_176,Backend Developer,"Deep Learning, Leadership, SQL, C++",0.7,Shortlisted
cv1422,"Experienced professional skilled in Node.js, Agile, C++, Leadership, SQL, Machine Learning.","Node.js, Agile, C++, Leadership, SQL, Machine Learning",MBA,14,Job_371,Project Manager,"Leadership, C++, Node.js, React",0.85,Hired
cv1423,"Experienced professional skilled in Machine Learning, Java, Deep Learning, SQL.","Machine Learning, Java, Deep Learning, SQL",MBA,1,Job_500,Software Engineer,"Agile, Leadership, Communication",0.04,Rejected
cv1424,"Experienced professional skilled in Scrum, Project Management, SQL, Leadership.","Scrum, Project Management, SQL, Leadership",M.Sc,12,Job_112,Software Engineer,"Java, Agile",0.4,Rejected
cv1425,"Experienced professional skilled in Machine Learning, React, Agile, SQL, Java, Node.js.","Machine Learning, React, Agile, SQL, Java, Node.js",M.Tech,2,Job_446,Backend Developer,"Scrum, Java, React",0.48,Rejected
cv1426,"Experienced professional skilled in Communication, Java, Python, Deep Learning, Project Management, React.","Communication, Java, Python, Deep Learning, Project Management, React",B.Tech,13,Job_92,Data Scientist,"Leadership, Communication",0.7,Shortlisted
cv1427,"Experienced professional skilled in React, Communication, Scrum, C++.","React, Communication, Scrum, C++",B.Tech,7,Job_260,Machine Learning Engineer,"Communication, Deep Learning, SQL, React, Java",0.52,Shortlisted
cv1428,"Experienced professional skilled in Agile, Communication, Project Management, C++, Scrum.","Agile, Communication, Project Management, C++, Scrum",B.Sc,11,Job_106,Software Engineer,"Leadership, React, Java, SQL",0.4,Rejected
cv1429,"Experienced professional skilled in C++, Java, Leadership, Node.js, Deep Learning.","C++, Java, Leadership, Node.js, Deep Learning",B.Sc,9,Job_326,Project Manager,"Deep Learning, React, Java, Scrum",0.66,Shortlisted
cv1430,"Experienced professional skilled in Node.js, Java, C++, Python, Leadership.","Node.js, Java, C++, Python, Leadership",M.Tech,14,Job_238,Data Scientist,"Scrum, Communication, SQL",0.4,Rejected
cv1431,"Experienced professional skilled in Scrum, C++, Project Management.","Scrum, C++, Project Management",M.Tech,12,Job_157,Data Scientist,"Leadership, Machine Learning",0.4,Rejected
cv1432,"Experienced professional skilled in C++, React, SQL, Project Management.","C++, React, SQL, Project Management",M.Sc,7,Job_497,Software Engineer,"SQL, C++, Deep Learning",0.68,Shortlisted
cv1433,"Experienced professional skilled in Leadership, C++, Communication, SQL, Java, Project Management.","Leadership, C++, Communication, SQL, Java, Project Management",M.Sc,1,Job_123,Project Manager,"C++, Leadership, Deep Learning",0.44,Rejected
cv1434,"Experienced professional skilled in Scrum, Communication, Java, SQL.","Scrum, Communication, Java, SQL",M.Tech,7,Job_13,Machine Learning Engineer,"Python, Project Management, Java, Leadership",0.43,Rejected
cv1435,"Experienced professional skilled in Agile, Machine Learning, Leadership, React.","Agile, Machine Learning, Leadership, React",M.Sc,9,Job_98,Project Manager,"C++, Scrum",0.36,Rejected
cv1436,"Experienced professional skilled in Scrum, Node.js, Communication, SQL, Leadership.","Scrum, Node.js, Communication, SQL, Leadership",MBA,9,Job_482,Project Manager,"Project Management, React",0.36,Rejected
cv1437,"Experienced professional skilled in Python, Communication, Scrum, Java, Agile.","Python, Communication, Scrum, Java, Agile",M.Sc,4,Job_96,Project Manager,"React, SQL",0.16,Rejected
cv1438,"Experienced professional skilled in React, Java, Scrum, Leadership, Python.","React, Java, Scrum, Leadership, Python",B.Sc,5,Job_221,Software Engineer,"Deep Learning, Project Management, Leadership, Machine Learning",0.35,Rejected
cv1439,"Experienced professional skilled in Leadership, C++, Java, SQL, Agile, Node.js.","Leadership, C++, Java, SQL, Agile, Node.js",B.Tech,9,Job_427,Backend Developer,"Project Management, Agile, Java",0.76,Hired
cv1440,"Experienced professional skilled in Deep Learning, Communication, Python.","Deep Learning, Communication, Python",MBA,9,Job_366,Machine Learning Engineer,"Deep Learning, C++, Machine Learning",0.56,Shortlisted
cv1441,"Experienced professional skilled in Deep Learning, React, C++.","Deep Learning, React, C++",B.Tech,2,Job_280,Software Engineer,"Deep Learning, Leadership, Communication",0.28,Rejected
cv1442,"Experienced professional skilled in Scrum, Python, C++, Deep Learning, Node.js.","Scrum, Python, C++, Deep Learning, Node.js",M.Sc,15,Job_126,Data Scientist,"Project Management, React, Node.js, Agile",0.55,Shortlisted
cv1443,"Experienced professional skilled in Deep Learning, Java, Machine Learning.","Deep Learning, Java, Machine Learning",MBA,9,Job_142,Machine Learning Engineer,"Java, React, SQL, Deep Learning, Project Management",0.6,Shortlisted
cv1444,"Experienced professional skilled in Scrum, Leadership, Machine Learning, Java, Deep Learning.","Scrum, Leadership, Machine Learning, Java, Deep Learning",B.Sc,15,Job_42,Project Manager,"React, Project Management, C++, Scrum, Node.js",0.52,Shortlisted
cv1445,"Experienced professional skilled in Machine Learning, React, Node.js, Leadership, Deep Learning.","Machine Learning, React, Node.js, Leadership, Deep Learning",M.Tech,4,Job_312,Backend Developer,"Java, Python, Node.js, Deep Learning",0.46,Rejected
cv1446,"Experienced professional skilled in C++, Node.js, Project Management.","C++, Node.js, Project Management",M.Tech,14,Job_67,Software Engineer,"Scrum, Node.js, Leadership, React, Project Management",0.64,Shortlisted
cv1447,"Experienced professional skilled in C++, Project Management, Python.","C++, Project Management, Python",M.Sc,6,Job_301,Frontend Developer,"Communication, C++, Java, Scrum",0.39,Rejected
cv1448,"Experienced professional skilled in React, Node.js, Agile, Python, Scrum.","React, Node.js, Agile, Python, Scrum",MBA,3,Job_180,Data Scientist,"SQL, Node.js, React, Project Management",0.42,Rejected
cv1449,"Experienced professional skilled in Python, React, Java.","Python, React, Java",M.Sc,5,Job_462,Project Manager,"Agile, React",0.5,Shortlisted
cv1450,"Experienced professional skilled in Scrum, React, Python.","Scrum, React, Python",M.Sc,9,Job_199,Frontend Developer,"Python, Deep Learning, Machine Learning, Node.js",0.51,Shortlisted
cv1451,"Experienced professional skilled in Communication, Project Management, React.","Communication, Project Management, React",M.Sc,10,Job_47,Data Scientist,"SQL, Agile, Java",0.4,Rejected
cv1452,"Experienced professional skilled in Communication, Node.js, SQL, Python, React.","Communication, Node.js, SQL, Python, React",MBA,14,Job_162,Software Engineer,"Java, Leadership, Communication, Python",0.7,Shortlisted
cv1453,"Experienced professional skilled in Project Management, C++, Communication, React, Agile, Java.","Project Management, C++, Communication, React, Agile, Java",M.Sc,8,Job_431,Project Manager,"Communication, Agile, Machine Learning, C++, Project Management",0.8,Hired
cv1454,"Experienced professional skilled in Machine Learning, C++, Agile, Deep Learning, Java, Python.","Machine Learning, C++, Agile, Deep Learning, Java, Python",MBA,15,Job_136,Data Scientist,"Python, Scrum, Machine Learning, Agile, React",0.76,Hired
cv1455,"Experienced professional skilled in Python, Deep Learning, React, SQL.","Python, Deep Learning, React, SQL",M.Sc,15,Job_46,Software Engineer,"Machine Learning, Project Management, React, Python",0.7,Shortlisted
cv1456,"Experienced professional skilled in Java, Project Management, C++.","Java, Project Management, C++",M.Sc,2,Job_320,Software Engineer,"Deep Learning, React",0.08,Rejected
cv1457,"Experienced professional skilled in Machine Learning, Leadership, Deep Learning.","Machine Learning, Leadership, Deep Learning",M.Sc,15,Job_120,Backend Developer,"Deep Learning, Machine Learning, Python",0.8,Hired
cv1458,"Experienced professional skilled in React, Leadership, Machine Learning, Communication, Node.js.","React, Leadership, Machine Learning, Communication, Node.js",M.Tech,6,Job_151,Project Manager,"Project Management, SQL, React, Agile, Deep Learning",0.36,Rejected
cv1459,"Experienced professional skilled in SQL, Leadership, Python.","SQL, Leadership, Python",MBA,8,Job_300,Backend Developer,"Project Management, Communication, Leadership, Scrum, Agile",0.44,Rejected
cv1460,"Experienced professional skilled in Scrum, Agile, Node.js, C++, Project Management.","Scrum, Agile, Node.js, C++, Project Management",M.Tech,10,Job_248,Software Engineer,"Python, Communication",0.4,Rejected
cv1461,"Experienced professional skilled in Scrum, Project Management, Leadership, Agile, Deep Learning.","Scrum, Project Management, Leadership, Agile, Deep Learning",MBA,1,Job_5,Machine Learning Engineer,"C++, Java, Communication, Scrum",0.19,Rejected
cv1462,"Experienced professional skilled in Communication, SQL, Deep Learning.","Communication, SQL, Deep Learning",B.Sc,12,Job_309,Data Scientist,"Machine Learning, Scrum",0.4,Rejected
cv1463,"Experienced professional skilled in Python, Java, Node.js, Deep Learning, Communication, Leadership.","Python, Java, Node.js, Deep Learning, Communication, Leadership",MBA,2,Job_292,Software Engineer,"Node.js, Leadership, React, Agile, Python",0.44,Rejected
cv1464,"Experienced professional skilled in Python, Leadership, Scrum, Deep Learning.","Python, Leadership, Scrum, Deep Learning",M.Sc,1,Job_412,Machine Learning Engineer,"Machine Learning, Node.js, Agile",0.04,Rejected
cv1465,"Experienced professional skilled in Agile, SQL, Leadership, Node.js.","Agile, SQL, Leadership, Node.js",MBA,9,Job_410,Software Engineer,"Project Management, C++, Scrum, React",0.36,Rejected
cv1466,"Experienced professional skilled in Node.js, SQL, Project Management, Deep Learning, Machine Learning.","Node.js, SQL, Project Management, Deep Learning, Machine Learning",M.Sc,2,Job_37,Backend Developer,"Machine Learning, SQL, Python",0.48,Rejected
cv1467,"Experienced professional skilled in Agile, Machine Learning, Communication, Java, Node.js.","Agile, Machine Learning, Communication, Java, Node.js",M.Tech,3,Job_249,Machine Learning Engineer,"Deep Learning, Communication, Leadership, C++",0.27,Rejected
cv1468,"Experienced professional skilled in Project Management, Node.js, Scrum, React.","Project Management, Node.js, Scrum, React",M.Sc,15,Job_429,Machine Learning Engineer,"C++, Agile, Project Management, Scrum",0.7,Shortlisted
cv1469,"Experienced professional skilled in Python, Communication, Node.js, SQL.","Python, Communication, Node.js, SQL",B.Sc,7,Job_44,Data Scientist,"Node.js, Communication, Deep Learning, C++, React",0.52,Shortlisted
